カード名,R,型番,エキスパンション,21-01-30,21-01-31,21-02-01,21-02-02,21-02-03,21-02-04,21-02-05,21-02-06,21-02-07,21-02-08,21-02-09
シャンデラ,R,007/054,SM10a,50.0,50.0,50.0,50.0,50.0,50.0,80.0,80.0,80,80,80
ジュカインGX,SR,051/050,SM7b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ジュカインGX,HR,057/050,SM7b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ジュナイパーGX,SR,052/051,SM1+,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450,450,450
ジュナイパーGX,HR,059/051,SM1+,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800,1800,1800
ジュナイパーGX,SSR,207/150,SM8b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ジュナイパー,R,008/100,s3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ジュナイパー,_,003/190,s4a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ジュナイパー,S,202/190,s4a,400.0,400.0,400.0,350.0,350.0,350.0,350.0,400.0,400,400,450
ジュペッタGX,SR,070/066,SM6b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ジュペッタGX,HR,081/066,SM6b,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ジュペッタGX,SSR,221/150,SM8b,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
ジュラルドンV,_,073/127,SD,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ジュラルドン,S,291/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
ジラーチ,R,034/052,SM8a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ジラーチ,P,322/SM-P,PROMO,2000.0,2000.0,2000.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
ジラーチGX,_,002/031,SMM,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ジラーチ,_,090/173,SM12a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ジラーチGX,SR,180/173,SM12a,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ジラーチGX,HR,214/173,SM12a,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,2000.0,2000.0,2350,2350,2350
ジラーチEX,R,051/076,BW9,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500,1500,1500
ジラーチEX,SR,079/076,BW9,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800,2800,2800
ジラーチ,A,050/076,s3a,4500.0,4500.0,4500.0,4500.0,4500.0,4200.0,4200.0,4200.0,4200,4200,4200
ジラーチ,M,090/173,SM12a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ジラーチ◆,PR,057/096,SM7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ジラーチ◆,PR,091/173,SM12a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
シルヴァディGX,SR,054/050,SM4S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
シルヴァディGX,HR,059/050,SM4S,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
シルヴァディGX,P,122/SM-P,PROMO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
シルヴァディGX,SSR,242/150,SM8b,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
シルヴァディGX,RR,041/049,SM11b,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,80,80,80
シルヴァディGX,SR,065/049,SM11b,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,500,500
シルヴァディGX,HR,072/049,SM11b,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,500,500
紳士風のピカチュウ,P,210/SM-P,PROMO,9000.0,9000.0,9000.0,9000.0,9000.0,8500.0,8000.0,8000.0,9000,9000,9000
シンボラーGX,SR,052/050,SM7b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
シンボラーGX,HR,058/050,SM7b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
スイクンGX,RR,028/095,SM8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
スイクンGX,SR,098/095,SM8,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
スイクンGX,HR,106/095,SM8,3200.0,3200.0,3200.0,3500.0,3500.0,3500.0,4000.0,4000.0,4000,4000,4000
スイクン,S,221/190,s4a,1200.0,1200.0,1300.0,1400.0,1400.0,1600.0,1600.0,1600.0,1600,1600,1800
スイクン,P,150/S-P,PROMO,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ズガドーンGX,SR,097/095,SM8,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ズガドーンGX,HR,105/095,SM8,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ズガドーン,U,019/095,SM10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
スカル団ごっこピカチュウ,P,013/SM-P,PROMO,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000,30000,30000
スターミーGX,_,004/031,SMK,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ストライク,S,161/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ストリンダーV,RR,036/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ストリンダーVMAX,RRR,037/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ストリンダーV,SR,100/096,S2,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ストリンダーVMAX,HR,107/096,S2,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ストリンダーV,P,048/S-P,PROMO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ストリンダーV,RR,059/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ストリンダーVMAX,RRR,060/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ストリンダー,S,241/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
ストリンダーV,SSR,314/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ストリンダーVMAX,SSR,315/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
スナヘビ,S,269/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
スワンナ,S,295/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
セキタンザン,UR,117/100,s3,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750,750,750
セキタンザンV,RR,042/076,s3a,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
セキタンザンVMAX,RRR,043/076,s3a,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
セキタンザンV,SR,080/076,s3a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
セキタンザンVMAX,HR,087/076,s3a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
セキタンザン,S,268/190,s4a,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
ゼクロムGX,P,238/SM-P,PROMO,2000.0,2000.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800,1800,1800
ゼクロムGX,P,239/SM-P,PROMO,260000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000,240000,240000
ゼニガメ,C,020/095,SM9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ゼラオラGX,SR,063/060,SM7a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,350,350,350
ゼラオラGX,HR,069/060,SM7a,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350,1350,1350
ゼルネアスGX,SR,098/094,SM6,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ゼルネアスGX,HR,106/094,SM6,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,1000,1000,1000
ゼルネアス◆,PR,033/050,SM7b,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
セレビィV,_,001/023,SA草,200.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250,250,250
セレビィ,A,009/076,s3a,1000.0,1000.0,1000.0,1000.0,1000.0,800.0,800.0,800.0,800,800,800
セレビィ,_,005/021,sEF,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
セレビィ＆フシギバナGX,RR,001/095,SM9,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,100,100
セレビィ＆フシギバナGX,SR,096/095,SM9,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,500,500
セレビィ＆フシギバナGX,SR,097/095,SM9,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1400.0,1400.0,1400,1500,1500
セレビィ＆フシギバナGX,HR,110/095,SM9,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
セレビィ◆,PR,015/095,SM8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ゾウドウ,P,074/S-P,PROMO,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ゾウドウ,S,289/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
ソーナンスV,RR,026/060,S1W,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ソーナンスV,SR,063/060,S1W,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ソルガレオGX,RR,040/060,SM1S,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ソルガレオGX,SR,063/060,SM1S,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700,700,700
ソルガレオGX,HR,069/060,SM1S,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600,1600,1600
ソルガレオGX,RR,070/114,SM4+,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ソルガレオGX,UR,125/114,SM4+,2550.0,2550.0,2550.0,2550.0,2550.0,2000.0,2000.0,2000.0,2000,2000,2000
ソルガレオGX,_,007/021,SME,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
ソルガレオGX,UR,249/150,SM8b,1850.0,1850.0,1850.0,1850.0,1850.0,2000.0,2000.0,2000.0,2000,2000,2000
ソルガレオ＆ルナアーラGX,RR,020/049,SM11b,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ソルガレオ＆ルナアーラGX,SR,063/049,SM11b,2800.0,2800.0,2800.0,3000.0,3200.0,3200.0,3200.0,3200.0,4000,4000,4000
ソルガレオ＆ルナアーラGX,HR,070/049,SM11b,2500.0,2500.0,2500.0,2800.0,3000.0,3000.0,3500.0,3500.0,3500,3200,3200
ソルガレオ◆,PR,043/066,SM5S,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ソルガレオ◆,PR,082/150,SM8b,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ゾロア,S,185/150,SM8b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ゾロアークGX,SR,076/072,SM3+,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000,2000,2000
ゾロアークGX,HR,081/072,SM3+,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,6000.0,6000.0,6000,6000,6000
ゾロアークGX,SSR,231/150,SM8b,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2650,2650
ダークライGX,RR,040/049,SM2+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ダークライGX,SR,055/049,SM2+,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650,1650,1650
ダークライGX,HR,063/049,SM2+,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,5000.0,5000.0,5000,5000,5000
ダークライGX,RR,064/114,SM4+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ダークライGX,SSR,230/150,SM8b,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800.0,2800,3000,3000
ダークライ◆,PR,031/066,SM5S,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ダークライ◆,PR,077/173,SM12a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ダーテングGX,SR,097/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ダーテングGX,HR,105/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ダイオウドウV,RR,075/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ダイオウドウVMAX,RRR,076/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ダイオウドウV,SR,104/096,S2,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ダイオウドウVMAX,HR,110/096,S2,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ダイオウドウV,P,037/S-P,PROMO,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
ダイオウドウ,S,290/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
タイプ：ヌル,S,205/150,SM8b,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
タイレーツV,RR,061/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
タイレーツV,SR,102/096,S2,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
タイレーツV,RR,102/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
タイレーツ,S,273/190,s4a,250.0,250.0,250.0,250.0,250.0,220.0,220.0,220.0,250,250,250
タイレーツV,SSR,319/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
タタッコ,S,271/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,50
ダダリンＶ,RR,004/060,S1W,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
ダダリンＶ,SR,061/060,S1W,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ダダリンVMAX,_,001/004,sp2,2100.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,1800,1800,1800
タルップル,S,213/190,s4a,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
タンドン,S,266/190,s4a,80.0,80.0,80.0,80.0,80.0,50.0,50.0,50.0,50,50,80
ダンバル,S,190/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ブースター,P,038/S-P,PROMO,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ポットデスV,P,040/S-P,PROMO,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50,50,50
イーブイ,P,044/S-P,PROMO,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
チラーミィ,_,010/023,SA炎,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150,150,150
チラーミィ,S,292/190,s4a,150.0,150.0,150.0,150.0,150.0,150.0,120.0,120.0,150,120,120
チラチーノ,S,293/190,s4a,150.0,150.0,150.0,120.0,120.0,150.0,120.0,120.0,150,150,120
チルタリスGX,SR,100/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
チルタリスGX,HR,108/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
チルタリス,S,197/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
チルタリスGX,SSR,239/150,SM8b,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000,1000,1000
チルタリス,_,079/127,SD,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80,80,80
チルット,S,202/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ツボツボGX,SR,096/095,SM8,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ツボツボGX,HR,104/095,SM8,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ツンデツンデGX,SR,099/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ツンデツンデGX,HR,107/096,SM7,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ツンデツンデGX,SSR,236/150,SM8b,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ディアルガGX,SR,069/066,SM5S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ディアルガGX,HR,075/066,SM5S,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
ディアルガGX,RR,035/050,SM5+,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ディアルガGX,SR,054/050,SM5+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ディアルガGX,HR,060/050,SM5+,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3500.0,3500.0,3500,3500,3500
ディアンシー,S,196/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ディアンシー◆,PR,051/094,SM6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ディアンシー◆,PR,058/150,SM8b,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ディアンシー◆,PR,070/173,SM12a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
デカグースGX,SR,064/060,SM1S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
デカグースGX,HR,070/060,SM1S,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
テッカグヤGX,SR,117/114,SM4+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
テッカグヤGX,HR,123/114,SM4+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
テッカグヤ,S,192/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
テッカグヤGX,SR,060/054,SM9b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
テッカグヤGX,HR,066/054,SM9b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
デデンネGX,RR,016/055,SM9a,750.0,800.0,750.0,750.0,750.0,750.0,750.0,800.0,850,900,900
デデンネGX,SR,057/055,SM9a,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500,1500,1500
デデンネGX,HR,065/055,SM9a,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,2000.0,2000.0,2000,2000,2000
デデンネGX,RR,048/173,SM12a,750.0,800.0,750.0,750.0,750.0,750.0,750.0,800.0,850,900,900
デデンネGX,SR,175/173,SM12a,2800.0,2800.0,2700.0,2700.0,3500.0,3500.0,3500.0,3500.0,3500,3500,3500
デデンネ,C,033/070,s2a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
デデンネ,_,075/190,s4a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
デデンネ,S,250/190,s4a,400.0,400.0,400.0,350.0,300.0,300.0,300.0,350.0,350,350,300
デデンネ,M,075/190,s4a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
テブリム,S,254/190,s4a,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80,80,80
デンジュモクGX,SR,116/114,SM4+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
デンジュモクGX,HR,122/114,SM4+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
デンジュモク,S,174/150,SM8b,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100
デンジュモクGX,SSR,218/150,SM8b,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
デンリュウGX,SR,053/052,SM8a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
デンリュウGX,HR,059/052,SM8a,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
デンリュウV,RR,014/076,s3a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
デンリュウV,SR,078/076,s3a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ドガース,CHR,056/049,SM11b,200.0,200.0,200.0,200.0,200.0,250.0,250.0,250.0,250,250,200
ドガース,_,104/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ドガース,S,275/190,s4a,200.0,200.0,200.0,150.0,150.0,150.0,150.0,150.0,150,150,150
ドガース,M,104/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,10
ドクロッグ,_,114/190,s4a,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
トゲキッスV,RR,058/076,s3a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
トゲキッスVMAX,RRR,059/076,s3a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
トゲキッスV,SR,082/076,s3a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
トゲキッスVMAX,HR,088/076,s3a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
トゲピー&ピィ&ププリンGX,SR,185/173,SM12a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
トゲピー&ピィ&ププリンGX,SR,186/173,SM12a,1300.0,1300.0,1300.0,1300.0,1300.0,1500.0,1650.0,1650.0,2000,2000,2000
トゲピー&ピィ&ププリンGX,HR,218/173,SM12a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ドサイドンV,RR,049/100,s3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ドサイドンV,SR,104/100,s3,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ドヒドイデGX,SR,056/051,SM1+,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ドヒドイデGX,HR,063/051,SM1+,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200,1200,1200
ドラパルト,R,041/070,s1a,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10
ドラパルトV,RR,049/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,50,50,50
ドラパルトVMAX,RRR,050/096,S2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,50.0,50,50,50
ドラパルトV,SR,101/096,S2,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500,500,500
ドラパルトVMAX,HR,108/096,S2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600,600,600
ドラパルトV,RR,088/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,50,50,50
ドラパルトVMAX,RRR,089/190,s4a,30.0,30.0,30.0,30.0,30.0,30.0,30.0,50.0,50,50,50
ドラパルト,S,261/190,s4a,220.0,220.0,220.0,200.0,200.0,180.0,180.0,180.0,180,180,180
ドラパルトV,SSR,317/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,500,500
ドラパルトVMAX,SSR,318/190,s4a,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ドラピオンV,RR,069/100,s4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30,30,30
ドラピオンV,SR,107/100,s4,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ドラメシヤ,S,259/190,s4a,120.0,120.0,120.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ドリュウズ,CHR,059/049,SM11b,30.0,30.0,30.0,30.0,30.0,30.0,50.0,50.0,100,100,80
トロッゴン,S,267/190,s4a,120.0,120.0,120.0,120.0,120.0,100.0,100.0,100.0,100,100,100
ドロンチ,S,260/190,s4a,120.0,120.0,120.0,100.0,100.0,100.0,100.0,100.0,100,100,100
ドンカラスGX,SR,102/095,SM10,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ドンカラスGX,HR,111/095,SM10,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400,400,400
ナックラー,P,072/S-P,PROMO,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5
ニャースV,P,028/S-P,PROMO,700.0,700.0,700.0,700.0,700.0,700.0,700.0,600.0,600,600,600
ニャースVMAX,P,029/S-P,PROMO,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,6000.0,6000,6000,6000
ニンフィアGX,RR,040/051,SM1+,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,450,450,450
ニンフィアGX,SR,057/051,SM1+,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,5000,5000,5000
ニンフィアGX,HR,064/051,SM1+,26000.0,26000.0,26000.0,26000.0,26000.0,28000.0,30000.0,30000.0,32000,32000,32000
ニンフィアGX,RR,073/114,SM4+,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,450,450,450
ニンフィアGX,SSR,238/150,SM8b,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5500,5500,5500
ニンフィアGX,P,323/SM-P,PROMO,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000,8000,9000
ヌオー,S,170/150,SM8b,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200,200,200
ネクロズマGX,SR,053/051,SM3N,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ネクロズマGX,HR,059/051,SM3N,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100,1100,1100
ネクロズマGX,P,220/SM-P,PROMO,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500,2500,2500
ネクロズマあかつきのつばさGX,SR,068/066,SM5M,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ネクロズマあかつきのつばさGX,HR,074/066,SM5M,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800,800,800
ネクロズマたそがれのたてがみGX,SR,068/066,SM5S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
ネクロズマたそがれのたてがみGX,HR,074/066,SM5S,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300,300,300
